sample_id,building_id,record_index,role,official_source_split,event,orthomosaic,label,class_id,in_fixed_train_30pct,in_fixed_evaluation_30pct,polygon_min_x,polygon_min_y,polygon_max_x,polygon_max_y,orthomosaic_group,flight_group,sequence_group,exact_duplicate_group,perceptual_duplicate_group,exact_hash_sha256,phash64,polygon_alpha_invalid_fraction,selection_rank_within_orthomosaic_class,eligible_count_within_orthomosaic_class,selected_count_within_orthomosaic_class
30c5c4ec7a6e1c1e30eadae6351c9491,e7bb18c03b644436a75ed82d68561d82,519,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,10763,17078,11143,17444,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0104,phash_group_0104,53ea4b33afa2f6d9b8209b57ed1b91415940750997783fe4c8c35d9a6e6f0eb8,80077e783c991fdc,0.0,,,
31bd88a38771516e154dbaf249a20fdb,bad6004cf2ad475a828c1c059117115b,159,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,major damage,2,False,True,38724,31875,39561,32682,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0105,phash_group_0105,56c87fcf2e4a18c3f1386abd217b5a492bba205ebcbfc8393c89a34faaa3aca2,c4e2322727b23b9b,0.0,22,116,35
31e36c845d2234640804b984ed7d3f9b,8185d0fc410f45a9903bfd8b6f9a364a,659,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,57306,48382,57859,48927,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0106,phash_group_0106,3ed5505e0b79cd677e4d29e1dc547a6ca26484b306dd57a125d85cc3ad40722b,9d92391b4171f746,0.0,40,203,61
31f50000aadf1d5f2d16ed70acd602fb,0f30a5234b9741f3a71771189765231d,472,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,48494,41614,48817,41934,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0107,phash_group_0107,43b2470047727978f34beab90bfcb2b6c8933e4d10714d7bd7ff7b21dd3a37d4,b3b039e6f050c4f3,0.0,97,359,108
32584cb3613b0ed1638a3eb254b754bc,1eb3be2a80b1452baf2dc1b508d4a53e,624,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,57058,36324,57665,36669,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0108,phash_group_0108,eace1357575d1be2b3ee08deb2e0e1278108823bd7b6cc527bbf720131b1bf86,ff4340bf0680ff42,0.0,59,203,61
3290d767df18ad6b4e647c796acdeacd,6adbb3816bec4b678aed711fa5882178,10,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,12700,12672,13369,13220,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0109,phash_group_0109,ae8835775a4982113c0bf8dff447581063c40378772d04cd89a9ca3d76b3f9ae,8dc8782d6b351753,0.0,58,203,61
32b3dd1da44b496fbae9bf0c09a8b634,ac35e1cee0dc489bab4d2d2a638c8fdb,272,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,23770,20903,24135,21210,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0110,phash_group_0110,c0957f861b8d4d04e6814f4458f1a4b43fdf38df96bb1341731b08e055943651,d33426ef69c114cb,0.0,,,
334e51b11830698a917062d0f3c04446,17fa285dfbb5405693876454aa79d132,427,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,True,False,5817,10781,6396,11307,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0111,phash_group_0111,99d13b7ce54d15fb0586b101777f1dc414ed0bf931e27f0c023f679bb3e54782,b82a469d72466dcd,0.0,,,
3392abcf7cbf7f9ebb6b46111bc3e0a9,4aad9d05a95640f896796105ca192960,565,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,51707,48168,52108,48695,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0112,phash_group_0112,5e31cc473eb0bf31cf6fd7633dcf894d19c2485bdef39eb6263ebc91044a14e6,90e1371bf8271de1,0.0,29,148,44
34353b9eda3d395507529f405a89c898,9490b1cd4c5444768def3076440ccc22,550,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,9684,16276,10075,16828,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0113,phash_group_0113,e49fefd89dd3ec3e6717cdd1044c80a4e205d2997f979cc91bfcbf3b5e8be132,91b6250f694d725b,0.0,,,
343863fc4c337aa0691a6763cf7500c4,fcb7e2ae9f1b496f8d6f7d4e409e4867,282,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,no damage,0,False,True,54668,6078,55283,6661,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0114,phash_group_0114,30ece492d1169772310765625a7ae2328f027e56e878ad885665b202190adb56,d3642bb6339a1b89,0.0,16,57,17
34539e6ab76ac2c364a018f496f1917d,3e368ecf504d4de18e91440ddac906c8,340,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,25893,19878,26411,20300,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0115,phash_group_0115,07141424850a9d66ff3abab05c44a0b2844d5936bafa5ca7477f7de6f2c59f2d,a41f75c94b125bb2,0.0,,,
34ddffc8a41de94db82847fe48b9d5c3,2ecb724e3f0449ee8b8f768877f37945,667,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,7714,11979,8317,12598,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0116,phash_group_0116,7d7f40fe9497bc6a4bf5c7cddd0b1dfa030ce3641a1efb07dfdca267079c4ea8,cc5a2b2bec249eaa,0.0,3,203,61
35429a5a41d59b49f087823fbe357139,e1e2011ef5fc4a7087b33b736f3dcb01,19,train,Train,Hurricane Ida,20210901-Cocodrie-1.geo.tif,major damage,2,True,False,17435,16320,17696,16567,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0117,phash_group_0117,eeadcf1a1e7e71e1480cda76bc23a00bdcede5191f697a2c1ee5ce4b2aee44dd,f0e503b87b1726f0,0.0,,,
35666a8dfd0d9b780832592820c37899,b3d6da6687b64fe9975232426ba9d490,588,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,53968,39328,54436,39835,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0118,phash_group_0118,50454eeb3549467d3333b2fe093afc62727f1a77c45aa78c6dcc123fdd92f2be,95f60dd229c2b867,0.0,44,203,61
356d970e8178428108a5f40ac39172c0,a541cdfc398f48649432842c2368c7ee,103,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,15711,6127,16450,6866,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0119,phash_group_0119,554902c05d3cd830b52902f38766e173a2f96bebb09a67cfaa15832edcf46c16,8dfd78d5a150652a,0.0,94,359,108
357ee7ef373b9ee0478883fddc5c2b00,7a8e0204e7e5466e99e228d63f2df928,216,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,29957,21663,30520,22492,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0120,phash_group_0120,999f544444f616258bdd85b1b4b67231728a03f02bcd594f4ce4d281c952f9f9,913c64e5694b9adc,0.0,62,359,108
35aeb5766694f28b466896597ea653b3,5b090dc34fde4e01a2e6a39bcb90593c,26,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,destroyed,3,False,True,20836,41485,22108,42862,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0121,phash_group_0121,78e608308802152aac20f0dc2513b0060a55fdbf1a8cec2784b931d220cf53fa,c11cc9cfb8e33c70,0.0,12,69,21
36163285db6a400453a8a807844e3b71,b982913d24bb4a8e833f7565fcaba083,649,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,major damage,2,False,True,55412,44384,56024,44503,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0122,phash_group_0122,7e875dfa22da09b243008f78664fb7fe51f75bc25c5754c637265e19bc577c0a,c4d83b27c4da3e25,0.0,11,51,15
367f85ea4bc75cbb512b9377bccf75d2,acd9780fac924e2598753b69c4110f6d,160,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,22604,13107,22969,13431,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0123,phash_group_0123,1a07d28bca6de2bd4b535ab4cfc028635fcaa0d1f6a9ca904ae61f4663c94131,835a2be077c5468f,0.0,,,
3687648f349f56f70c96bc4a675b3e30,a0dd0c38debf4972be445e78be143258,279,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,27401,23374,27754,23602,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0124,phash_group_0124,1ff1b2dd72f09b08a4fd4d300983f7e627245a6b2247e92d7486fc6b568a74b5,85373b48f0cf8d31,0.0,,,
37955dea8a833298b16d6365d91e76b5,e1433d2168394c43aeec67bbb358030d,167,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,21569,13891,21961,14191,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0125,phash_group_0125,6e1638be3503999c1c8d0de82c2e01882a3e77267924baed64bedee952264c2b,952e6a515bc25cd5,0.0,,,
379b25346e5e9e517b3d113b3775ddc0,3041988f848d44f1abb57729aeff695f,344,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,27319,19609,27791,19904,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0126,phash_group_0126,79d0ce070d3f262c6426a47ff2a4525461c3db38b2d4e4d15cd3fd87b8f8cf4c,973466cb081ff871,0.0,,,
387e11eab5ebdc8ca5b0cd45d4b7aac7,5bb7feb7cf5c4e8cad0246a0788b474e,289,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,38014,21780,38747,22650,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0127,phash_group_0127,79e4215b78b20da5a3d5c45f97667c8ff02e1d3573470d460f9bb06f3dfce6ef,d41e4b1a3cc8e6b5,0.0,13,359,108
388d66420f0220d9aa2b1689f931f2a1,4dd425bf6a0849169c04bba2957e953c,142,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,True,False,3526,5776,4080,6294,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0128,phash_group_0128,b857da3fc167457d05f92619d8b81e023c919f7a162a568a4e7e8d78e52a49ae,88273f187fb671c0,0.0,,,
38d1fdd5eed4599ebffb6df72d3e9f15,15b1e6782b36495499046c93e0f95851,747,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,8225,8324,8777,8881,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0129,phash_group_0129,46e15b9f946d379b870aa65bf864cb8d94ec992c8b99a40f3d4cb1a9e3bf4f17,974e223e6a3ba8e8,0.0,98,359,108
39d244de75dc6c183449f87ba4308234,14e668a22f374f4fa37e398df3ae569d,225,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,minor damage,1,False,True,49238,14329,49865,14966,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0130,phash_group_0130,e2dcce1952a3f66131068f76183338178f5de7401d005922bd490a4ad5f4e257,987a67e40ecc1979,0.0,13,100,30
3a06d197f56d6c7827ca8eea3fdb3d15,a6a70647ef9c4538a11420e7ca85ecd7,223,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,29448,26866,30068,27572,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0131,phash_group_0131,87106079f0760e42449b31fc84b903c455a421e03f8ed2f74eae38c37df36ed3,953d7ce18e469907,0.0,39,148,44
3a4ebd5526ceba19cb69e23cd46ad646,f1f130ee4f5748d9a4c2fd055acaf75d,0,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,major damage,2,False,True,11144,57130,11774,57727,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0132,phash_group_0132,9ee2abeccab78acf94236a83156ccfd1e24250165d36034f3e645fcc29fdb2ef,8a5c37ad0ea256f1,0.0,15,116,35
3a61cf84db0bb0016cd88cd8a15ac446,42706b2e54594e2684e459a1c50cf106,121,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,16923,14371,17503,14729,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0133,phash_group_0133,07abe75c6f8462bdf142fa0be17470a810cbd9c139bc6934168a14c5ef732905,a2155fea7669a914,0.0,,,
3a8de4dd5d093278e900980d2444ca8a,2937c674222b46099174f756b0bf5124,242,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,32305,30139,33130,31013,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0134,phash_group_0134,edd1f25ea3bfadd7d81710069be5eae7714cbffd72383e77aa5fba57819bdba0,cc1f9354b66cacc8,0.0,3,148,44
3aee0bcfae1ec1f5c14972e2447504ba,5f89434fab4842f9b715830f95151bad,107,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,16433,10558,17005,11045,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0135,phash_group_0135,7637b946b79a550cc2da95a71d29311b46a68a54d6080c157f213dd8fc1c111c,eb433d8a01bc1ef1,0.0,36,203,61
3bad2958542844c0db2c424b46a0ace0,3ec8f2276ae5483e8314fe981dc38bd4,284,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,26076,21728,26474,22130,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0136,phash_group_0136,47e713e50705c57f04653854019dfcc8d6d1c9a57faf4c1ab45d93a45432a2dd,d0c372931b1e971e,0.0,,,
3bd3975dd403bcfa1fa8e1b6a0b56b97,d85e9588257549e0b4fe65253130f454,463,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,8731,20350,8900,20687,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0137,phash_group_0137,183256c50fac47a87b14583551f2da38cda22316974f994e5175ca950d5b50e4,9a67666664666c69,0.0,,,
3c487aa72efb7a25cc0ea3914c1f0305,e00618b092f94c51a38b4d47402bba9c,82,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,16234,13719,16995,14454,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0138,phash_group_0138,09a4f338a8a2a0d577e523b07c7f9216eb486bdca5c7fb3283dd1c4e6dece0db,904237ca1ebf6ab8,0.0,17,203,61
3cae8df19954c20b882fbcd6d3eabde2,70d0eaf8f9d44f929108dadb1db8bd35,218,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,24553,21121,25078,21498,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0139,phash_group_0139,7efb414e7b4627241e20fb267e6d2b2543e91a5accb744bf291284ce9e6f2c71,876e7e9079912363,0.0,,,
3ce71cc5649ec5103cfe85c36a3e89b2,dd5a1daab2a54d91875704c5164c2187,483,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,48529,45584,49445,46490,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0140,phash_group_0140,256a3810fd474c86ae508514847ecbad8b3b1cf442f4ecd8f6c4b2a0510f1581,c8355ad2b24aa9eb,0.0,13,148,44
3d8178bb2504adbf0bc2dfaae5b3e69b,f8351b79bd914deb8178aa57ebb46a1e,538,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,49190,44332,49806,44934,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0141,phash_group_0141,37d2f934696dd5b691e5ee86a20f71969f5dfe119d6ce695dd3a4a2aeb191b54,9bb668d6a50c1ce9,0.0,46,359,108
3db9236b5c13bcfeb087158486a83189,724f2997cdcf45fdb2fc6589b04b1499,208,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,major damage,2,False,True,47378,14632,47792,15045,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0142,phash_group_0142,14e21daef55e34d424733d150223fc85fd8634ab1a0a4081db16c572d704e6fd,c4ca2d643d36f61a,0.0,27,116,35
3dcfd7fe3ec8ed299a5b80c935d5257d,539a4ae5288e44dfa96480a8d0f0d695,48,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,destroyed,3,True,False,13735,20134,13915,20454,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0143,phash_group_0143,99197c393d701f6cf5b25d2833b8c0bdb4c4626200a6a2e6adfa438bb787be0e,8638b66c98671d79,0.0,,,
3e7e7fc9d2f976b899189781e617eefa,152cf55a7fc74db0890acf2b25c43e6a,192,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,True,False,22798,26786,23068,27318,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0144,phash_group_0144,d0fbd6bacdedf71b2edfaa292c3fbd5673d957a767f6da53c4506cd3ea4c9127,93cf6d363126316c,0.0,,,
407b8e39ea5d89480fd780faa69823f3,72c69fb6ff3045ee8d03f27ecb6d8d8a,173,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,major damage,2,False,True,41262,29330,42025,30078,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0145,phash_group_0145,949b216132e4166ca86c198450a8d0f2ca2969dffa58ca0e28617c793db053a6,c161629787523dbd,0.0,29,116,35
40bba80d445a4ae0d92f077bb3c14f19,31b7183fac00487bac2dbc2117ecf842,203,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,29123,24626,29693,25214,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0146,phash_group_0146,f1e3cb9081e8db3a4be94dec6ad0ad61e17dbf75133bcfd222d3fa4fabd9b8d1,953173e0e31fc463,0.0,79,359,108
414c250c662b149125c683e566dbe2b4,b4d8c548ae414d23afdc991d65d19d47,3,train,Train,Hurricane Ida,20210901-Cocodrie-1.geo.tif,minor damage,1,True,False,15189,32994,15635,33759,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0147,phash_group_0147,3a113c0bde402f20bfc1df188163789cb207b4c1976d80120b1c8bed76eef89a,c71976623ccd7432,0.0,,,
42739ae74cff29630c1966b5d26864ca,c94be039c0694c4ba14bc34db1bf85fc,662,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,56687,49466,57308,50072,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0148,phash_group_0148,fc0b99b281a0bc0e8e12d321f1e603c4d22497d326448606e6d2ab66d9973229,b3846173676e46c5,0.0,52,359,108
430de6f926a3cfab0ced66eaaa70ed76,72bbe21c781f46e68e00bd1f43b433a7,126,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,16388,22020,16564,22257,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0149,phash_group_0149,3efb3944c6827fb92c58f9477256e08cc4bd0fd27a24d7206b6f3ef2e8f4d14e,d03e6d3c2f2d3069,0.0,,,
4321a212f215d5530236faa3660b8a2e,44613771992e4cada124ca1b026365a6,202,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,28802,24204,29441,24874,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0150,phash_group_0150,6e65c0848e9ddd988cf1a4eaa8755262989d6e5dac7a2e2bc574845e6cfa944f,91346b52b70ed07d,0.0,34,203,61
435439358d45fed7b5ed038ffdda2e46,55a35271fe26447fa4ee2df02870b043,139,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,18441,9669,19693,10576,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0151,phash_group_0151,42fe1ec7b70dbaefb88980cbe13c111233e8ecc88e867e420b7768a5a2e2dd79,c04663b91ea57f1c,0.0,,,
